word,emotion,pleasantness,attention,aptitude,sensitivity,sentiment,afinn_score,color,orientation,subjectivity
anfo,,0.0,0.0,-0.82,-0.81,negative,,,,
angarkha,,-0.02,-0.05,0.092,-0.06,negative,,,,
angel,anticipation,0.027,0.17,0.0,0.13,positive,,,,weak
angelic,joy,0.936,-0.81,0.0,0.83,positive,,white,,strong
angelical,,0.936,-0.81,0.0,0.83,positive,,,,
angelically,,0.936,-0.81,0.0,0.83,positive,,,,
angelique,,0.743,0.0,0.0,0.795,positive,,,,
angelman,,0.8,-0.68,0.0,0.921,positive,,,,
anger,anger,0.0,0.0,-0.66,0.0,negative,-3,red,active,strong
angered,,-0.14,0.144,0.623,-0.64,negative,,,,
angers,,,,,,negative,-3,,,
angie,,0.949,-0.69,0.0,0.992,positive,,,,
angina,fear,-0.08,-0.05,0.0,-0.1,negative,,red,,
angioedema,,0.0,-0.17,0.0,0.0,negative,,,,
angiofibroma,,-0.88,0.0,0.774,-0.99,negative,,,,
angiography,,0.0,0.0,-0.73,-0.98,negative,,,,
angiokeratoma,,-0.68,0.0,0.916,-0.91,negative,,,,
angioma,,-0.76,0.0,0.508,-0.93,negative,,,,
angiosperm,,-0.87,0.0,0.0,-0.85,negative,,,,
angiotensin,,0.672,-0.55,0.0,0.992,positive,,,,
angler,,0.068,-0.03,0.0,0.0,positive,,,,
anglerfish,,0.068,-0.03,0.0,0.0,positive,,,,
anglesite,,0.926,0.0,0.768,0.0,positive,,,,
angleworm,,0.877,0.845,0.0,0.0,positive,,,,
anglican,,-0.68,0.0,0.779,-0.82,negative,,,,
anglicism,,-0.9,0.0,0.987,-0.53,negative,,,,
angling,anticipation,,,,,negative,,,,
anglomania,,0.547,-0.92,0.0,0.667,positive,,,,
anglophile,,0.814,-0.5,0.0,0.622,positive,,,,
anglophilia,,0.0,0.0,0.0,0.66,positive,,,,
angrier,,0.0,0.0,0.869,0.0,positive,,,,
angriest,,0.0,0.0,-0.81,-0.91,negative,,,,
angrily,,-0.2,0.241,0.46,-0.58,negative,,,,strong
angriness,,,,,,negative,,,,strong
angry,anger,-0.98,0.0,0.0,-0.97,negative,-3,red,active,strong
angst,,-0.87,0.0,0.924,-0.96,negative,,,,
anguish,anger,-1.0,0.0,0.0,0.0,negative,-3,red,passive,strong
anguished,,-0.87,0.193,-0.58,0.0,negative,-3,,,
angular,,0.06,-0.03,0.035,0.072,positive,,,,
angularity,,0.957,-0.74,0.0,0.987,positive,,,,
angulate,,-0.71,0.0,0.8,-0.69,negative,,,,
angulation,,-0.94,0.0,0.87,-0.9,negative,,,,
anhedonia,,0.0,0.0,0.0,-0.66,negative,,,,
anhydride,,-0.82,0.0,0.772,-0.77,negative,,,,
aniccam,,-0.96,0.0,0.0,-0.81,negative,,,,
aniconic,,0.19,0.203,-0.15,0.211,positive,,,,
anicteric,,0.0,0.079,0.037,0.069,positive,,,,
anil,,0.902,0.0,0.0,0.851,positive,,,,
anile,,-0.51,0.0,0.642,-0.62,negative,,,,
anima,,0.0,0.146,0.723,-0.66,positive,,,,
animacy,,0.808,-0.83,0.0,0.548,positive,,,,
animadversion,,-0.5,0.0,0.921,-0.87,negative,,,,
animal,,,,,,,,brown,,
animalistic,,0.243,0.631,-0.24,0.138,positive,,,,
animality,,-0.09,0.0,-0.15,-0.21,negative,,,,
animate,,0.034,0.219,-0.11,0.188,positive,,,,
animated,joy,0.9,0.0,0.0,0.9,positive,,,,weak
animatedly,,-0.07,0.0,0.023,-0.03,negative,,,,
animating,,0.843,-0.81,0.0,0.624,positive,,,,
animation,,0.547,-0.69,0.0,0.516,positive,,,active,
animator,,0.547,-0.69,0.0,0.516,positive,,,,
animatronic,,-0.92,0.0,0.0,-0.93,negative,,,,
anime,,-0.91,0.0,-0.72,-0.99,negative,,,,
animism,,-0.73,0.0,0.734,-0.78,negative,,,,
animistic,,-0.73,0.0,0.734,-0.78,negative,,,,
animosity,anger,-0.98,0.0,0.871,-0.97,negative,-2,red,,strong
animus,anger,0.0,0.146,0.723,-0.66,negative,,,,
anion,,-0.92,0.0,0.0,-0.75,negative,,,,
anionic,,0.766,-0.87,0.0,0.666,positive,,,,
aniridia,,-0.58,0.0,0.724,-0.75,negative,,,,
anise,,0.906,0.788,0.0,0.0,positive,,,,
aniseikonia,,0.769,0.0,0.0,0.896,positive,,,,
anisogamy,,0.984,-0.51,0.0,0.501,positive,,,,
anisometropia,,0.769,0.0,0.0,0.896,positive,,,,
anisota,,0.731,0.0,0.0,0.974,positive,,,,
anisotropic,,-0.93,0.0,-0.7,0.0,negative,,,,
anisotropy,,-0.78,0.0,0.764,-0.88,negative,,,,
ankle,,-0.83,0.0,0.509,-0.84,negative,,,,
ankle-high,,0.0,0.0,-0.76,-0.93,negative,,,,
anklet,,0.0,0.0,-0.81,-0.79,negative,,,,
ankrd,,0.8,-0.68,0.0,0.921,positive,,,,
ankylosaur,,0.0,-0.83,0.0,0.0,negative,,,,
annabel,,0.776,0.989,0.0,0.0,positive,,,,
annagh,,0.975,-0.99,0.0,0.644,positive,,,,
annals,,-0.98,0.0,0.0,-0.97,negative,,,,
anneal,,-0.5,0.0,0.597,-0.81,negative,,,,
annelid,,-0.71,0.0,0.605,-0.62,negative,,,,
annelidan,,-0.71,0.0,0.605,-0.62,negative,,,,
annihilate,anger,-0.88,0.0,0.0,-0.7,negative,,black,active,strong
annihilated,anger,,,,,negative,,black,,
annihilating,,0.518,-0.63,0.0,0.529,positive,,,,
annihilation,anger,-0.98,0.0,0.516,-0.9,negative,,red,,strong
annihilative,,-0.09,0.0,-0.15,0.0,negative,,,,
annihilator,,0.738,-0.71,0.0,0.854,positive,,,,
anniversary,,0.45,0.0,0.0,0.0,positive,,,,
annotate,,-0.72,0.0,0.918,-0.54,negative,,,,
annotation,,0.789,-0.68,0.0,0.729,positive,,,,
announced,,0.837,-0.93,0.0,0.951,positive,,,,
announcement,anticipation,,,,,,,,,
announcements,,0.9,0.0,0.0,0.9,positive,,,,
announcer,,0.802,0.856,0.0,0.0,positive,,,,
announces,,0.9,0.0,0.0,0.9,positive,,,,
announcing,,0.9,0.0,0.0,0.9,positive,,,,
annoy,anger,0.0,0.0,0.784,0.0,negative,-2,,active,strong
annoyance,anger,0.0,0.0,-0.33,0.0,negative,-2,,,strong
annoyances,,,,,,negative,,,,
annoyed,,-0.78,-0.84,0.0,0.0,negative,-2,,,strong
annoying,anger,-0.14,0.098,0.662,-0.65,negative,-2,,,strong
annoyingly,,-0.94,0.0,0.636,-0.74,negative,,,,strong
annoys,,,,,,negative,-2,,,
annuitant,,-0.65,0.0,0.799,-0.7,negative,,,,
annuity,,-0.65,0.0,0.799,-0.7,negative,,,,
annul,,0.878,-0.66,0.0,0.876,negative,,,,
annular,,0.0,0.098,0.0,0.182,positive,,,,
annulate,,0.969,-0.54,0.0,0.806,positive,,,,
annulet,,0.042,-0.0,0.027,0.099,positive,,,,
annulled,,0.798,0.0,0.0,0.738,positive,,,,
annulment,sadness,0.795,0.0,0.0,0.745,negative,,black,,
annuloplasty,,0.767,-0.79,0.0,0.553,positive,,,,
annunciation,,0.0,0.281,-0.16,0.377,positive,,,,
annwn,,-0.93,0.0,0.0,-0.85,negative,,,,
anny,,-0.99,0.0,0.604,-0.91,negative,,,,
anode,,-0.03,-0.04,0.079,-0.09,negative,,,,
anodyne,,-0.84,0.0,-0.93,0.0,negative,,,,
anoint,,0.0,0.0,0.0,0.882,positive,,,active,
anomalous,,-0.93,0.0,0.0,-0.81,negative,,,,weak
anomalousness,,-0.93,0.0,0.0,-0.82,negative,,,,
anomaly,fear,-0.93,0.0,0.0,-0.81,negative,,,,weak
anomia,,-0.45,0.0,0.0,0.0,negative,,,,
anomic,,-0.1,0.176,0.629,-0.64,positive,,,,
anonima,,0.978,0.0,0.776,0.0,positive,,,,
anonychia,,-0.94,0.0,0.868,-0.72,negative,,,,
anonym,,0.0,0.0,-0.98,-0.91,negative,,,,
anonymity,,0.608,-0.82,0.0,0.749,positive,,,,
anonymous,,,,,,negative,,,,
anopinion,,-0.84,0.0,-0.83,0.0,negative,,,,
anorak,,-0.81,0.0,0.0,-0.81,negative,,,,
anorectal,,-0.74,0.0,0.886,-0.58,negative,,,,
anorectic,,0.0,0.0,0.0,-0.45,negative,,,,
anorexia,,0.0,0.0,0.0,-0.45,negative,,,,
anorexic,,0.0,0.0,0.0,-0.45,negative,,,,
anorexigenic,,0.59,-0.59,0.0,0.527,positive,,,,
anorgasmia,,-0.68,0.0,0.921,-0.86,negative,,,,
anosmia,,-0.74,0.0,0.577,-0.98,negative,,,,
anosognosia,,-0.45,0.0,0.0,0.0,negative,,,,
anovulan,,0.0,0.0,-0.97,-0.77,negative,,,,
anovulation,,0.0,0.0,0.958,-0.88,positive,,,,
anovum,,-0.84,0.0,0.0,-0.82,negative,,,,
ansambel,,0.896,0.72,0.0,0.0,positive,,,,
ansatz,,-0.96,0.0,0.614,-0.73,negative,,,,
anserine,,-0.56,0.0,0.849,-0.61,negative,,,,
ansi,,0.0,0.283,-0.08,0.281,positive,,,,
anslinger,,-0.94,0.0,0.517,-0.75,negative,,,,
answer,,,,,,,,,active,
answerability,,0.0,0.0,0.0,0.162,positive,,,,
answerable,trust,0.96,0.728,0.0,0.0,positive,,,,
ant,,0.0,-0.07,0.116,-0.12,negative,,black,,
antabuse,,0.0,0.0,0.446,0.0,positive,,,,
antacid,,0.0,0.0,0.0,-0.17,negative,,,,
antagonism,anger,0.0,0.136,0.723,-0.66,negative,,,active,strong
antagonist,anger,-0.97,0.0,-0.92,0.0,negative,,black,,weak
antagonistic,anger,-0.9,0.0,0.92,-0.96,negative,-2,red,active,strong
antagonize,,-0.92,0.0,0.905,-0.74,negative,,,active,strong
antarctic,,0.719,0.0,0.0,0.868,positive,,,,
antartica,,-0.04,0.0,0.0,-0.05,negative,,,,
antecede,,0.0,0.0,-0.93,-0.98,negative,,,,
antecedent,,-0.57,0.0,0.713,-0.64,negative,,,,
antecedently,,0.992,0.754,0.0,0.0,positive,,,,
antechamber,,0.026,0.0,0.0,0.07,positive,,,,
antedat,,0.0,0.0,-0.93,-0.98,negative,,,,
antediluvian,,-0.51,0.0,0.642,-0.62,negative,,,,
antegrade,,-0.51,0.0,0.607,-0.76,negative,,,,
antelope,,0.0,-0.45,0.0,0.0,negative,,brown,,
antemedial,,-0.95,0.0,0.892,-0.81,negative,,,,
antemedian,,-0.82,0.0,0.81,-0.61,negative,,,,
antenatal,,0.0,-0.17,0.0,0.0,negative,,,,
antenatally,,-0.51,0.0,0.747,-0.94,negative,,,,
antenna,,0.559,-0.67,0.0,0.651,positive,,black,,
antepartum,,0.0,-0.17,0.0,0.0,negative,,,,
anteriorly,,0.274,0.198,-0.08,0.174,positive,,,,
anteroconid,,0.0,0.096,0.046,0.114,positive,,,,
anterolateral,,-0.9,0.0,-0.78,0.0,negative,,,,
anteromedial,,0.7,0.0,0.0,0.0,positive,,,,
anteroposterior,,-0.9,0.0,-0.78,0.0,negative,,,,
anthelmintic,,-0.99,0.0,0.593,-0.7,negative,,,,
anthem,,0.138,0.263,-0.06,0.267,positive,,red,,
anthemic,,0.663,0.634,-0.24,0.303,positive,,,,
antheridium,,0.0,0.0,0.076,-0.03,positive,,,,
anthesteria,,0.718,-0.72,0.0,0.952,positive,,,,
anthill,,0.0,-0.07,0.116,-0.12,negative,,,,
anthology,,0.0,0.176,0.0,0.216,positive,,,,
anthomyiidae,,0.0,-0.09,0.119,-0.11,negative,,,,
anthracycline,,-0.77,0.0,0.886,-0.58,negative,,,,
anthraquinone,,-0.5,0.0,0.582,-0.57,negative,,,,
anthrax,disgust,-0.07,0.0,-0.22,-0.15,negative,,white,,
anthropic,,-0.97,0.0,0.66,-0.88,negative,,,,
anthropo,,-0.09,0.0,0.0,0.0,negative,,,,
anthropocentric,,0.0,0.0,0.76,0.768,positive,,,,
anthropocentrism,,0.693,0.905,0.0,0.693,positive,,,,
anthropoid,,-0.5,0.0,0.97,-0.52,negative,,,,
anthropological,,0.874,0.0,0.0,0.703,positive,,,,
anthropologically,,-0.52,0.0,0.896,-0.76,negative,,,,
anthropologist,,-0.76,0.0,0.0,-0.9,negative,,,,
anthropology,,0.883,0.0,0.0,0.704,positive,,,,
anthropomorphic,,0.846,-0.51,0.0,0.839,positive,,,,
anthropomorphism,,-0.77,0.0,0.885,-0.73,negative,,,,
anthropomorphize,,0.0,0.0,0.931,0.754,positive,,,,
anthroponym,,0.904,-0.58,0.0,0.736,positive,,,,
anthropophagite,,-0.73,0.0,0.734,-0.78,negative,,,,
anthropophagus,,-0.73,0.0,0.734,-0.78,negative,,,,
anthropophagy,,-0.78,0.0,0.0,-0.9,negative,,,,
anti,,-0.97,0.0,-0.92,0.0,negative,-1,,,
anti-,,,,,,negative,,,,strong
anti-american,,,,,,negative,,,,strong
anti-bacterial,,0.944,0.0,0.0,0.838,positive,,,,
anti-catholic,,-0.98,0.0,0.0,-0.97,negative,,,,
anti-feminist,,-0.98,0.0,0.0,-0.97,negative,,,,
anti-fungal,,0.944,0.0,0.0,0.836,positive,,,,
anti-hero,,-0.74,0.0,-0.84,0.0,negative,,,,
anti-intellectual,,0.0,0.0,0.99,0.976,positive,,,,
anti-israeli,,,,,,negative,,,,strong
anti-occupation,,,,,,negative,,,,strong
anti-proliferation,,,,,,negative,,,,strong
anti-semite,,0.521,-0.56,0.0,0.905,positive,,,,
anti-semites,,,,,,negative,,,,strong
anti-semitism,,-0.72,0.0,-0.82,-0.84,negative,,,,
anti-social,,,,,,negative,,,,strong
anti-us,,,,,,negative,,,,strong
anti-white,,,,,,negative,,,,strong
anti-woman,,0.0,0.0,-0.97,-0.71,negative,,,,
antiaircraft,,0.927,0.886,0.0,0.0,positive,,,,
antiallergic,,0.932,-0.56,0.0,0.617,positive,,,,
antiandrogen,,-0.76,0.0,0.681,-0.57,negative,,,,
antiarrhythmic,,-0.76,0.0,0.681,-0.57,negative,,,,
antibacterial,,0.937,0.0,0.0,0.828,positive,,,,
antibiotic,,0.937,0.0,0.0,0.828,positive,,,,
antibiotics,,,,,,positive,,,,
antibody,,0.791,0.0,0.843,0.0,positive,,,,
antic,,0.9,-0.8,0.0,0.568,positive,,,,
anticapitalist,,0.839,0.0,0.0,0.937,positive,,,,
anticausative,,0.59,-0.59,0.0,0.527,positive,,,,
anticholinergic,,0.672,0.632,-0.23,0.312,positive,,,,
antichrist,anger,-0.96,0.0,0.501,-0.59,negative,,black,,
antichristian,,-0.62,0.0,0.627,-0.59,negative,,,,
anticipant,,0.0,0.943,0.0,0.0,positive,,,,
anticipate,,0.31,0.679,-0.3,0.224,positive,,,passive,
anticipation,anticipation,0.56,0.751,-0.33,0.464,positive,1,,passive,
anticipative,,0.0,0.943,0.0,0.0,positive,,,,
anticipator,,-0.98,0.0,0.599,-0.93,negative,,,,
anticipatory,anticipation,,,,,,,,,
anticlimactic,,-0.83,0.0,0.912,-0.67,negative,,,,
anticlimax,,-0.83,0.0,0.912,-0.67,negative,,,,
anticoagulant,,-0.07,-0.03,-0.05,-0.25,negative,,,,
anticommunism,,-0.75,0.0,0.851,-0.8,negative,,,,
anticommunist,,0.0,0.0,-0.9,-0.84,negative,,,,
anticonvulsant,,-0.6,0.0,0.544,-0.62,negative,,,,
anticorporate,,-0.52,0.0,0.648,-0.96,negative,,,,
anticorruption,,0.697,-0.55,0.0,0.955,positive,,,,
antidemocratic,,-0.89,0.0,0.678,-0.62,negative,,,,
antidepressant,,-0.73,0.0,0.944,-0.94,negative,,,,
antiderivative,,-0.71,0.0,0.871,-0.75,negative,,,,
antidiarrheal,,-0.99,0.0,0.593,-0.7,negative,,,,
antidote,anticipation,-0.6,0.0,0.544,-0.62,positive,,,,
antidromic,,-0.58,0.0,0.814,-0.54,negative,,,,
antient,,-0.99,0.0,0.947,-0.88,negative,,,,
antiestablishment,,-0.23,0.235,0.456,-0.57,negative,,,,
antifascist,,-0.82,0.0,-0.81,0.0,negative,,,,
antifeedant,,-0.74,0.0,-0.86,0.0,negative,,,,
antifeminism,,0.0,0.0,0.0,-0.83,negative,,,,
antifeminist,,-0.07,0.195,0.629,-0.63,positive,,,,
antiferromagnet,,0.898,0.727,0.0,0.0,positive,,,,
antifertility,,0.0,0.0,0.0,0.802,positive,,,,
antifungal,trust,0.932,-0.56,0.0,0.617,positive,,,,
antigay,,0.0,0.0,0.0,-0.99,negative,,,,
antigen,,0.0,0.0,-0.17,0.0,negative,,,,
antigenically,,0.0,0.0,-0.94,-0.74,negative,,,,
antigenicity,,-0.78,0.0,0.6,-0.61,negative,,,,
antigovernment,,-0.97,0.0,-0.92,0.0,negative,,,,
antigraft,,0.0,0.0,-0.74,-0.97,negative,,,,
antigravity,,0.056,0.105,0.786,-0.68,positive,,,,
antigrowth,,-0.93,0.0,0.688,-0.63,negative,,,,
antihelix,,0.823,-0.82,0.0,0.985,positive,,,,
antihero,,-0.74,0.0,-0.84,0.0,negative,,,,
antihistamine,,0.887,-0.9,0.0,0.852,positive,,,,
antihistaminic,,-0.6,0.0,0.544,-0.62,negative,,,,
antihydrogen,,0.985,0.0,0.901,0.0,positive,,,,
antihypertensive,,-0.76,0.0,0.681,-0.57,negative,,,,
antiliberal,,0.955,0.0,0.0,0.941,positive,,,,
antimalarial,,0.932,-0.56,0.0,0.617,positive,,,,
antimatter,,0.068,0.0,0.034,0.076,positive,,,,
antimension,,0.849,-0.5,0.0,0.845,positive,,,,
antimicrobial,,0.0,-0.01,-0.05,-0.11,negative,,,,
antimicrobic,,0.0,-0.01,-0.05,-0.11,negative,,,,
antimilitarism,,0.955,0.0,0.0,0.941,positive,,,,
antimineralocorticoid,,-0.76,0.0,0.681,-0.57,negative,,,,
antimissile,,0.0,0.0,0.0,-0.17,negative,,,,
antimonial,,0.044,-0.66,0.0,0.361,negative,,,,
antimonopoly,,0.835,-1.0,0.0,0.553,positive,,,,
antimony,,-0.92,0.0,0.0,-0.75,negative,,,,
antimycotic,,0.932,-0.56,0.0,0.617,positive,,,,
antineoplastic,,-0.6,0.0,0.544,-0.62,negative,,,,
antineutron,,0.884,0.0,0.0,0.922,positive,,,,
antinociceptive,,0.765,0.0,0.0,0.765,positive,,,,
antinomian,,0.762,0.0,0.989,0.0,positive,,,,
antinomianism,,0.533,-0.55,0.0,0.912,positive,,,,
antinomy,,-0.77,0.0,0.885,-0.73,negative,,,,
antioxidant,,0.163,0.0,0.0,0.0,positive,,,,
antiparallel,,0.969,0.0,0.0,0.927,positive,,,,
antiparasitic,,0.932,-0.56,0.0,0.617,positive,,,,
antipasti,,0.062,0.0,0.027,0.055,positive,,,,
antipathetic,,-0.77,0.0,0.0,-0.86,negative,,,,
antipathetical,,-0.77,0.0,0.0,-0.86,negative,,,,
antipathy,anger,-0.12,0.193,0.593,-0.62,negative,,,,strong
antipersonnel,,0.0,0.0,0.972,-0.9,positive,,,,
antiperspirant,,0.0,-0.05,0.016,0.053,positive,,,,
antiphlogistic,,0.0,0.0,0.0,-0.17,negative,,,,
antiphonal,,0.789,0.0,0.756,0.0,positive,,,,
antiplatelet,,-0.76,0.0,0.681,-0.57,negative,,,,
antiproton,,0.876,0.0,0.0,0.923,positive,,,,
antiprotozoal,,0.932,-0.56,0.0,0.617,positive,,,,
antipruritic,,-0.86,0.0,0.891,-0.82,negative,,,,
antipsychotic,,0.0,0.0,0.445,0.0,positive,,,,
antiquark,,0.068,0.0,0.034,0.076,positive,,,,
antiquate,,0.033,-0.2,0.2,-0.23,negative,,,,
antiquated,,0.877,0.756,0.0,0.0,negative,,,,strong
antique,,0.17,0.0,0.0,0.0,positive,,grey,,
antiqued,,-0.82,0.0,0.0,-0.88,negative,,,,
antiquity,,-0.69,0.0,0.957,-0.92,negative,,grey,,
antiracism,,0.0,0.0,0.0,-1.0,negative,,,,
antirealist,,-0.52,0.0,0.95,-0.78,negative,,,,
antiscience,,-0.77,0.0,0.885,-0.73,negative,,,,
antiscientific,,-0.77,0.0,0.885,-0.73,negative,,,,
antiscorbutic,,-0.72,0.0,0.569,-0.86,negative,,,,
antisemitism,,-0.72,0.0,-0.82,-0.84,negative,,,,
antiseptic,trust,-0.98,0.0,0.0,-0.97,positive,,white,,
antislavery,,0.916,-0.73,0.0,0.797,positive,,,,
antisocial,anger,0.0,0.0,0.896,-0.96,negative,,black,,
antispasmodic,,-0.99,0.0,0.593,-0.7,negative,,,,
antistatic,,0.945,0.0,0.0,0.751,positive,,,,
antisubmarine,,0.0,0.0,0.953,0.785,positive,,,,
antitank,,0.0,0.0,0.953,0.785,positive,,,,
antithesis,anger,,,,,negative,,,,
antithetic,,0.0,0.0,0.736,0.858,positive,,,,
antithetical,,0.025,0.0,0.0,0.076,negative,,,,strong
antitoxin,,-0.53,0.0,0.678,-0.73,negative,,,,
antitrust,,-0.98,0.0,0.0,-0.97,negative,,,,
antitumor,,0.932,-0.56,0.0,0.617,positive,,,,
antitussive,,-0.99,0.0,0.593,-0.7,negative,,,,
antitype,,-0.81,0.0,0.871,-0.94,negative,,,,
antivenin,,-0.93,0.0,-0.99,-0.92,negative,,,,
antivenom,,-0.93,0.0,-0.99,-0.92,negative,,,,
antler,,-0.05,-0.02,0.0,-0.05,negative,,,,
antlion,,0.0,-0.04,0.082,-0.07,negative,,,,
antonym,,-0.9,0.0,0.987,-0.53,negative,,,,
antonymy,,0.904,-0.58,0.0,0.736,positive,,,,
antorbital,,0.886,-0.99,0.0,0.542,positive,,,,
antrectomy,,-0.7,0.0,0.639,-0.56,negative,,,,
antrim,,0.108,-0.11,0.014,0.0,positive,,,,
antrum,,0.619,-0.83,0.0,0.912,positive,,,,
antsiness,,0.0,0.0,-0.33,0.0,negative,,,,
antsy,,-0.92,0.0,0.0,-0.75,negative,,,,
antwerp,,-0.8,0.0,0.826,-0.62,negative,,,,
anumana,,-0.77,0.0,0.885,-0.73,negative,,,,
anuran,,0.0,0.0,0.071,0.0,positive,,,,
anus,,0.0,0.0,0.0,-0.08,negative,,,,
anvil,,0.0,-0.07,0.08,-0.08,negative,,grey,,
anxieties,,,,,,negative,,,,strong
anxiety,anger,0.0,-0.33,0.0,0.0,negative,-2,,passive,strong
anxiogenic,,0.765,0.0,0.0,0.765,positive,,,,
anxiolytic,,0.0,0.0,0.45,0.0,positive,,,,
anxious,anticipation,-0.95,0.0,0.0,-0.77,negative,-2,,passive,strong
anxiously,,-0.83,0.0,0.0,-0.92,negative,,,,strong
anxiousness,,-0.76,0.0,0.0,-0.71,negative,,,passive,strong
anyhow,,-0.74,0.0,0.982,-0.5,negative,,,,strong
anyway,,,,,,,,,,strong
anyways,,,,,,,,,,strong
aodh,,0.85,-0.78,0.0,0.727,positive,,,,
aorn,,0.0,0.0,-0.17,0.0,negative,,,,
aorta,,,,,,,,red,,
apac,,0.0,0.0,0.852,0.848,positive,,,,
apace,,0.736,0.0,0.0,0.942,positive,,,,
apache,fear,,,,,negative,,,,
apanage,,0.639,-0.97,0.0,0.648,positive,,,,
apart,,-0.82,0.0,0.0,0.0,negative,,,,
apartheid,,-0.97,0.0,0.0,-0.77,negative,,,,
apatheia,,0.915,0.0,0.705,0.912,positive,,,,
apathetic,sadness,-0.98,0.0,0.0,-0.73,negative,-3,,passive,strong
apathetically,,-0.72,0.0,-0.84,0.0,negative,,,,strong
apathy,sadness,-0.79,0.0,0.759,-0.7,negative,-3,grey,passive,strong
apatite,,0.926,0.0,0.768,0.0,positive,,,,
ape,,-0.96,0.0,0.81,-0.98,negative,,brown,,strong
apeiron,,0.789,0.0,0.902,0.0,positive,,,,
apelike,,-0.5,0.0,0.97,-0.52,negative,,,,
apeman,,-0.5,0.0,0.97,-0.52,negative,,,,
aperient,,-0.5,0.0,0.582,-0.57,negative,,,,
aperiodic,,-0.81,0.0,0.0,-0.97,negative,,,,
aperitif,,0.45,0.0,0.0,0.0,positive,,,,
aperitivo,,0.45,0.0,0.0,0.0,positive,,,,
aperol,,0.45,0.0,0.0,0.0,positive,,,,
aperture,,-0.82,0.0,0.0,-0.99,negative,,,,
apeshit,,,,,,negative,-3,,,
apex,,0.039,0.128,0.0,0.109,positive,,white,,
apfelstrudel,,0.662,-0.63,0.0,0.628,positive,,,,
apha,,0.0,0.0,-0.17,0.0,negative,,,,
aphaenogaster,,0.0,-0.07,0.116,-0.12,negative,,,,
aphasia,,-0.45,0.0,0.0,0.0,negative,,,,
aphasic,,-0.56,0.0,0.509,-0.83,negative,,,,
aphasiology,,-0.45,0.0,0.0,0.0,negative,,,,
aphid,disgust,0.0,-0.09,0.123,-0.11,negative,,green,,
aphonic,,-0.56,0.0,0.509,-0.83,negative,,,,
aphorism,,0.524,-0.64,0.0,0.675,positive,,,,
aphoristic,,0.729,0.993,0.0,0.0,positive,,,,
aphotic,,0.0,0.0,-0.84,-0.79,negative,,,,
aphrodisia,,0.718,-0.72,0.0,0.952,positive,,,,
aphrodisiac,,0.878,0.0,0.0,0.804,positive,,,,
aphrodisiacal,,0.878,0.0,0.0,0.804,positive,,,,
aphrodite,,0.718,-0.72,0.0,0.952,positive,,,,
aphthae,,-0.68,0.0,0.916,-0.91,negative,,,,
apiarist,,-0.94,0.0,0.876,-0.73,negative,,,,
apiary,,-0.94,0.0,0.876,-0.73,negative,,,,
apical,,0.045,0.0,0.0,0.125,positive,,,,
apically,,0.808,0.0,0.899,0.0,positive,,,,
apiculate,,0.808,0.0,0.899,0.0,positive,,,,
apish,,-0.5,0.0,0.97,-0.52,negative,,,,
aplanatic,,0.968,-0.55,0.0,0.799,positive,,,,
aplasia,,-0.57,0.0,0.888,-0.88,negative,,,,
aplomb,,-0.91,0.0,0.512,-0.8,positive,,,,
apnea,,0.0,-0.17,0.0,0.0,negative,,,,
apneic,,0.0,-0.17,0.0,0.0,negative,,,,
apocalypse,,-0.96,0.0,0.501,-0.59,negative,,,,strong
apocalypso,,0.591,-0.59,0.0,0.751,positive,,,,
apocalyptic,,-0.95,0.0,0.739,-0.59,negative,-2,,,strong
apocalyptical,,-0.95,0.0,0.739,-0.59,negative,,,,
apocalyptically,,-0.95,0.0,0.739,-0.59,negative,,,,
apocalypticism,,-0.96,0.0,0.501,-0.59,negative,,,,
apochromatic,,0.968,-0.55,0.0,0.799,positive,,,,
apocrine,,-0.5,0.0,0.868,-0.79,negative,,,,
apocrypha,,0.864,0.0,0.0,0.932,positive,,,,
apocryphal,,0.865,0.0,0.0,0.934,positive,,,,
apodeictic,,0.117,0.266,0.0,0.215,positive,,,,
apodictic,,0.117,0.266,0.0,0.215,positive,,,,
apogee,,0.079,0.07,0.013,0.0,positive,,,,
apogonidae,,-0.54,0.0,0.829,-0.72,negative,,,,
apolitical,,0.922,-0.94,0.0,0.965,positive,,,,
apollyon,,-0.02,0.237,0.007,0.148,positive,,,,
apologetic,trust,0.0,0.0,0.953,0.785,positive,,,,
apologetical,,0.597,-0.84,0.0,0.866,positive,,,,
apologetically,,0.715,0.891,0.0,0.0,positive,,,,
apologia,,-0.84,0.0,0.572,-0.68,negative,,,,
apologise,,-0.88,0.178,-0.6,0.0,negative,-1,,,
apologised,,,,,,negative,-1,,,
apologises,,,,,,negative,-1,,,
apologising,,,,,,negative,-1,,,
apologist,,0.0,0.0,-0.92,-0.72,negative,,,,strong
apologists,,,,,,negative,,,,strong
apologize,sadness,0.9,0.0,0.0,0.0,positive,-1,,,
apologized,,,,,,negative,-1,,,
apologizes,,,,,,negative,-1,,,
apologizing,,,,,,negative,-1,,,
apologue,,-0.94,0.0,0.0,-0.72,negative,,,,
apology,,0.964,0.0,0.77,0.873,positive,-1,,,
aponeurotic,,0.767,-0.79,0.0,0.553,positive,,,,
apophatic,,0.025,0.0,0.0,0.076,positive,,,,
apoplectic,,-0.91,0.0,0.704,-0.7,negative,,,,
